"","value","timestamp"
"1",758.88851,0.05
"2",109098.7994548,0.133333333333333
"3",17560.64039,0.216666666666667
"4",189696.7115694,0.3
"5",146430.0730158,0.383333333333333
"6",11.8159094,0.466666666666667
"7",11.1484009,0.55
"8",9.4097004,0.633333333333333
"9",8.7769586,0.716666666666667
"10",19.280323,0.8
"11",10.1593228,0.883333333333333
"12",11.005352,0.966666666666667
"13",3706.4372284,1.05
"14",8.8085014,1.13333333333333
"15",9.315264,1.21666666666667
"16",11.4356918,1.3
"17",11.763114,1.38333333333333
"18",11.7870291,1.46666666666667
"19",12.3754854,1.55
"20",8.696619,1.63333333333333
"21",9.3950068,1.71666666666667
"22",19.1923158,1.8
"23",10.6287786,1.88333333333333
"24",10.767808,1.96666666666667
"25",22.5180236,2.05
"26",7.3375524,2.13333333333333
"27",7.5381984,2.21666666666667
"28",10.3630712,2.3
"29",9.8283591,2.38333333333333
"30",10.4621176,2.46666666666667
"31",12.8651739,2.55
"32",11.0908652,2.63333333333333
"33",10.6102216,2.71666666666667
"34",16.6670514,2.8
"35",10.3780183,2.88333333333333
"36",10.0561058,2.96666666666667
"37",8.3563562,3.05
"38",9.7107407,3.13333333333333
"39",12.5053226,3.21666666666667
"40",10.972221,3.3
"41",10.356992,3.38333333333333
"42",9.6963876,3.46666666666667
"43",7.4674632,3.55
"44",6.80161,3.63333333333333
"45",18.2983495,3.71666666666667
"46",17.0303948,3.8
"47",10.2824904,3.88333333333333
"48",10.1643095,3.96666666666667
"49",7.4506839,4.05
"50",7.0996304,4.13333333333333
"51",10.3410834,4.21666666666667
"52",15.3286368,4.3
"53",10.074928,4.38333333333333
"54",9.989642,4.46666666666667
"55",7.2293484,4.55
"56",7.176669,4.63333333333333
"57",11.8593796,4.71666666666667
"58",17.1910522,4.8
"59",14.624479,4.88333333333333
"60",10.8594522,4.96666666666667
"61",8.3794332,5.05
"62",9.359205,5.13333333333333
"63",10.8167344,5.21666666666667
"64",10.3979108,5.3
"65",12.0892456,5.38333333333333
"66",11.9695862,5.46666666666667
"67",9.5856406,5.55
"68",9.0750096,5.63333333333333
"69",11.798754,5.71666666666667
"70",19.618602,5.8
"71",11.5297118,5.88333333333333
"72",13.2390028,5.96666666666667
"73",10.0394654,6.05
"74",8.870815,6.13333333333333
"75",11.9480634,6.21666666666667
"76",13.0631862,6.3
"77",11.0320417,6.38333333333333
"78",11.9343416,6.46666666666667
"79",8.9673469,6.55
"80",9.1479532,6.63333333333333
"81",11.0293676,6.71666666666667
"82",18.371825,6.8
"83",11.802108,6.88333333333333
"84",12.6260755,6.96666666666667
"85",8.5121368,7.05
"86",9.5824768,7.13333333333333
"87",10.9521058,7.21666666666667
"88",10.0593138,7.3
"89",12.3778758,7.38333333333333
"90",8.8639248,7.46666666666667
"91",7.7209624,7.55
"92",11.0388526,7.63333333333333
"93",11.0667144,7.71666666666667
"94",17.5812396,7.8
"95",11.2889502,7.88333333333333
"96",8.3371188,7.96666666666667
"97",8.563853,8.05
"98",16.3734972,8.13333333333333
"99",9.650093,8.21666666666667
"100",10.6016258,8.3
"101",11.9133732,8.38333333333333
"102",8.8428911,8.46666666666667
"103",6.603614,8.55
"104",10.1403698,8.63333333333333
"105",15.0942228,8.71666666666667
"106",18.5051227,8.8
"107",10.1334874,8.88333333333333
"108",7.1875965,8.96666666666667
"109",7.1083022,9.05
"110",9.977795,9.13333333333333
"111",9.8934916,9.21666666666667
"112",15.91399,9.3
"113",12.3991636,9.38333333333333
"114",6.7606508,9.46666666666667
"115",7.547182,9.55
"116",9.5497374,9.63333333333333
"117",9.7417983,9.71666666666667
"118",16.6469797,9.8
"119",18.0784332,9.88333333333333
"120",6.7173912,9.96666666666667
"121",8.2834424,10.05
"122",9.1116416,10.1333333333333
"123",11.2327652,10.2166666666667
"124",9.5508448,10.3
"125",10.4546817,10.3833333333333
"126",13.9000488,10.4666666666667
"127",8.6454156,10.55
"128",9.9830628,10.6333333333333
"129",11.4977904,10.7166666666667
"130",18.8395604,10.8
"131",9.8264404,10.8833333333333
"132",10.4504908,10.9666666666667
"133",9.314835,11.05
"134",11.27823,11.1333333333333
"135",15.8287616,11.2166666666667
"136",11.6180428,11.3
"137",11.3701924,11.3833333333333
"138",9.8889436,11.4666666666667
"139",7.7985308,11.55
"140",11.3456546,11.6333333333333
"141",11.5153808,11.7166666666667
"142",18.4285138,11.8
"143",7.9592264,11.8833333333333
"144",7.6665604,11.9666666666667
"145",21.9663072,12.05
"146",9.6719064,12.1333333333333
